100 1 100 100 605
100 2 199 201 639
100 3 297 246 628
100 4 394 303 622
100 5 490 347 632
100 6 585 351 634
100 7 679 352 661
100 8 772 413 657
100 9 864 424 674
100 10 955 432 661
100 11 1045 480 663
100 12 1134 485 664
100 13 1222 504 684
100 14 1309 518 677
100 15 1395 514 690
100 16 1480 534 668
100 17 1564 543 693
100 18 1647 555 687
100 19 1729 576 700
100 20 1810 596 698
100 21 1890 612 706
100 22 1969 599 718
100 23 2047 609 714
100 24 2124 623 714
100 25 2200 638 725
100 26 2275 637 738
100 27 2349 656 742
100 28 2422 673 747
100 29 2494 669 745
100 30 2565 678 744
100 31 2635 686 756
100 32 2704 694 756
100 33 2772 702 770
100 34 2839 723 764
100 35 2905 733 778
100 36 2970 738 783
100 37 3034 743 790
100 38 3097 759 794
100 39 3159 761 799
100 40 3220 777 804
100 41 3280 776 806
100 42 3339 788 810
100 43 3397 797 833
100 44 3454 805 829
100 45 3510 804 833
100 46 3565 815 843
100 47 3619 822 850
100 48 3672 834 861
100 49 3724 838 850
100 50 3775 858 871
100 51 3825 857 863
100 52 3874 867 861
100 53 3922 862 883
100 54 3969 882 892
100 55 4015 886 902
100 56 4060 879 893
100 57 4104 903 905
100 58 4147 906 908
100 59 4189 918 922
100 60 4230 920 926
100 61 4270 931 928
100 62 4309 931 934
100 63 4347 940 949
100 64 4384 941 949
100 65 4420 958 953
100 66 4455 968 957
100 67 4489 977 972
100 68 4522 979 972
100 69 4554 1003 986
100 70 4585 990 982
100 71 4615 1007 999
100 72 4644 1023 999
100 73 4672 1020 1002
100 74 4699 1031 1009
100 75 4725 1037 1011
100 76 4750 1049 1014
100 77 4774 1054 1034
100 78 4797 1069 1046
100 79 4819 1069 1048
100 80 4840 1067 1045
100 81 4860 1079 1060
100 82 4879 1090 1054
100 83 4897 1114 1092
100 84 4914 1114 1079
100 85 4930 1113 1076
100 86 4945 1120 1099
100 87 4959 1130 1093
100 88 4972 1129 1098
100 89 4984 1134 1103
100 90 4995 1151 1113
100 91 5005 1151 1119
100 92 5014 1174 1146
100 93 5022 1179 1147
100 94 5029 1184 1151
100 95 5035 1182 1141
100 96 5040 1188 1154
100 97 5044 1200 1168
100 98 5047 1205 1163
100 99 5049 1210 1181
100 100 5050 544 1194

