90 1 90 90 531
90 2 179 181 537
90 3 267 252 531
90 4 354 274 564
90 5 440 308 542
90 6 525 321 562
90 7 609 352 580
90 8 692 371 575
90 9 774 400 582
90 10 855 418 586
90 11 935 407 584
90 12 1014 430 591
90 13 1092 455 599
90 14 1169 456 584
90 15 1245 474 608
90 16 1320 486 605
90 17 1394 506 614
90 18 1467 522 615
90 19 1539 519 616
90 20 1610 526 626
90 21 1680 535 639
90 22 1749 564 638
90 23 1817 560 637
90 24 1884 572 638
90 25 1950 587 655
90 26 2015 579 652
90 27 2079 592 659
90 28 2142 611 671
90 29 2204 604 674
90 30 2265 618 667
90 31 2325 625 684
90 32 2384 630 684
90 33 2442 645 686
90 34 2499 646 694
90 35 2555 666 701
90 36 2610 679 711
90 37 2664 678 701
90 38 2717 683 724
90 39 2769 696 727
90 40 2820 704 714
90 41 2870 719 731
90 42 2919 722 748
90 43 2967 729 754
90 44 3014 718 750
90 45 3060 739 758
90 46 3105 754 770
90 47 3149 763 777
90 48 3192 764 776
90 49 3234 770 785
90 50 3275 783 787
90 51 3315 793 792
90 52 3354 795 793
90 53 3392 803 795
90 54 3429 815 807
90 55 3465 815 809
90 56 3500 827 828
90 57 3534 828 833
90 58 3567 832 834
90 59 3599 845 838
90 60 3630 856 850
90 61 3660 861 847
90 62 3689 866 862
90 63 3717 866 857
90 64 3744 877 870
90 65 3770 886 876
90 66 3795 894 883
90 67 3819 910 899
90 68 3842 908 898
90 69 3864 920 908
90 70 3885 921 902
90 71 3905 936 919
90 72 3924 941 920
90 73 3942 947 920
90 74 3959 955 933
90 75 3975 959 941
90 76 3990 963 923
90 77 4004 978 953
90 78 4017 977 949
90 79 4029 978 950
90 80 4040 998 972
90 81 4050 1007 971
90 82 4059 1016 988
90 83 4067 1024 999
90 84 4074 1037 1012
90 85 4080 1042 998
90 86 4085 1033 997
90 87 4089 1047 1021
90 88 4092 1064 1039
90 89 4094 1070 1031
90 90 4095 463 1014

