30 1 30 30 145
30 2 59 61 135
30 3 87 85 127
30 4 114 94 144
30 5 140 110 146
30 6 165 115 145
30 7 189 124 151
30 8 212 132 159
30 9 234 138 156
30 10 255 151 164
30 11 275 154 163
30 12 294 159 167
30 13 312 165 176
30 14 329 165 179
30 15 345 176 185
30 16 360 185 183
30 17 374 194 191
30 18 387 197 198
30 19 399 207 201
30 20 410 208 204
30 21 420 213 208
30 22 429 220 208
30 23 437 222 216
30 24 444 230 218
30 25 450 236 224
30 26 455 241 231
30 27 459 248 235
30 28 462 251 237
30 29 464 260 251
30 30 465 111 255

