50 1 50 50 251
50 2 99 101 231
50 3 147 123 270
50 4 194 154 268
50 5 240 168 278
50 6 285 186 277
50 7 329 199 285
50 8 372 211 291
50 9 414 218 285
50 10 455 247 288
50 11 495 238 302
50 12 534 265 301
50 13 572 266 306
50 14 609 262 314
50 15 645 275 301
50 16 680 287 326
50 17 714 297 311
50 18 747 311 322
50 19 779 306 333
50 20 810 322 335
50 21 840 324 346
50 22 869 338 341
50 23 897 332 348
50 24 924 344 351
50 25 950 360 361
50 26 975 364 361
50 27 999 366 372
50 28 1022 372 375
50 29 1044 373 379
50 30 1065 383 384
50 31 1085 390 389
50 32 1104 396 394
50 33 1122 405 401
50 34 1139 408 409
50 35 1155 416 411
50 36 1170 422 418
50 37 1184 436 420
50 38 1197 441 423
50 39 1209 445 434
50 40 1220 445 432
50 41 1230 458 441
50 42 1239 457 445
50 43 1247 475 466
50 44 1254 473 458
50 45 1260 481 468
50 46 1265 484 462
50 47 1269 494 479
50 48 1272 503 489
50 49 1274 515 497
50 50 1275 223 497

