80 1 80 80 489
80 2 159 161 463
80 3 237 219 460
80 4 314 244 477
80 5 390 259 488
80 6 465 281 483
80 7 539 319 476
80 8 612 331 494
80 9 684 349 500
80 10 755 366 519
80 11 825 366 506
80 12 894 385 518
80 13 962 408 515
80 14 1029 417 522
80 15 1095 421 530
80 16 1160 433 538
80 17 1224 445 542
80 18 1287 453 543
80 19 1349 468 539
80 20 1410 463 549
80 21 1470 490 554
80 22 1529 484 569
80 23 1587 499 555
80 24 1644 513 556
80 25 1700 524 573
80 26 1755 530 572
80 27 1809 540 580
80 28 1862 547 586
80 29 1914 553 595
80 30 1965 556 597
80 31 2015 560 618
80 32 2064 572 611
80 33 2112 582 616
80 34 2159 600 612
80 35 2205 602 636
80 36 2250 621 642
80 37 2294 617 636
80 38 2337 633 653
80 39 2379 639 647
80 40 2420 650 650
80 41 2460 648 665
80 42 2499 660 654
80 43 2537 654 658
80 44 2574 678 677
80 45 2610 682 681
80 46 2645 696 694
80 47 2679 694 687
80 48 2712 705 695
80 49 2744 704 705
80 50 2775 708 700
80 51 2805 726 718
80 52 2834 729 722
80 53 2862 729 721
80 54 2889 743 738
80 55 2915 746 737
80 56 2940 756 746
80 57 2964 761 747
80 58 2987 767 756
80 59 3009 781 765
80 60 3030 785 773
80 61 3050 791 771
80 62 3069 789 774
80 63 3087 800 796
80 64 3104 803 784
80 65 3120 814 802
80 66 3135 826 805
80 67 3149 837 815
80 68 3162 840 811
80 69 3174 842 822
80 70 3185 859 843
80 71 3195 858 837
80 72 3204 866 847
80 73 3212 883 852
80 74 3219 890 868
80 75 3225 888 862
80 76 3230 901 863
80 77 3234 905 876
80 78 3237 898 869
80 79 3239 924 888
80 80 3240 407 906

