70 1 70 70 401
70 2 139 141 398
70 3 207 167 406
70 4 274 214 412
70 5 340 238 404
70 6 405 246 409
70 7 469 275 418
70 8 532 290 421
70 9 594 309 431
70 10 655 336 400
70 11 715 341 428
70 12 774 332 429
70 13 832 362 428
70 14 889 372 452
70 15 945 374 441
70 16 1000 386 458
70 17 1054 393 465
70 18 1107 404 463
70 19 1159 408 469
70 20 1210 439 481
70 21 1260 444 482
70 22 1309 444 489
70 23 1357 448 490
70 24 1404 456 490
70 25 1450 475 506
70 26 1495 474 509
70 27 1539 470 504
70 28 1582 489 517
70 29 1624 491 519
70 30 1665 506 530
70 31 1705 511 533
70 32 1744 517 533
70 33 1782 522 539
70 34 1819 530 544
70 35 1855 539 550
70 36 1890 542 549
70 37 1924 552 555
70 38 1957 565 565
70 39 1989 575 578
70 40 2020 580 575
70 41 2050 585 583
70 42 2079 589 594
70 43 2107 599 587
70 44 2134 614 606
70 45 2160 606 606
70 46 2185 619 618
70 47 2209 628 625
70 48 2232 642 636
70 49 2254 635 629
70 50 2275 651 635
70 51 2295 661 643
70 52 2314 665 630
70 53 2332 669 659
70 54 2349 679 661
70 55 2365 678 665
70 56 2380 690 671
70 57 2394 698 679
70 58 2407 698 671
70 59 2419 704 693
70 60 2430 712 697
70 61 2440 727 704
70 62 2449 727 708
70 63 2457 732 712
70 64 2464 740 719
70 65 2470 749 729
70 66 2475 755 740
70 67 2479 754 724
70 68 2482 764 735
70 69 2484 768 739
70 70 2485 335 748

